target_tweet,authentic_reply,STANCE,ACTION,PERSONALNESS,POLITENESS
">ScottAdamsSays: What does the Washington Post, owned by Jeff Bezos, think should be done to stop the destruction of Amazon's competitors (retail stores) in urban areas?

Calling @pbump","@ScottAdamsSays @pbump Three things cannot be long hidden: the sun, the moon, and the truth. - Buddha",OPPOSE,STATEMENT,GENERAL,NORMAL
">RichardGrenell: Joe Biden is using his power to prosecute Donald Trump so he doesn’t run against him. 

This is Third World tactics.",@RichardGrenell Joe Biden has nothing to do with a Georgia District Attorney and you know it.,OPPOSE,STATEMENT,GENERAL,NORMAL
">charliekirk11: America has toppled foreign governments for ""assaults on democracy"" less severe than what just happened in Georgia.","@charliekirk11 Which makes it no less actionable. And the fact that it's an American doing it, makes it worse.",OPPOSE,STATEMENT,GENERAL,NORMAL
">JamesFallows: Watters (the new Tucker) on Fox: By the time of this latest indictment, you’re just tired of them.

Guttfield: With repetition of anything, the value just gets less and less.

Good lord.","@JamesFallows Then stopping repeating the same old bullshit, you two",OPPOSE,STATEMENT,GENERAL,RUDE
">reedgalen: @SarahHuckabee, my little birds tell me you were recently at an open house for a $3 million property in Rappahannock County, Virginia. As the crow flies, that’s  950 miles from Little Rock. Pretty from home (and your job,) no?",@reedgalen @TheRickWilson @SarahHuckabee There's gold in them thar grifts,NEUTRAL,STATEMENT,GENERAL,NORMAL
">MarshaBlackburn: Yesterday, Homeland Security Secretary Alejandro Mayorkas claimed the border is “not” open.

What world is Mayorkas living in?",@MarshaBlackburn You’re in the branch of government passes laws. Our immigration laws are broken. Do your job and fix it. Stop tweeting and work.,OPPOSE,COMMAND,GENERAL,NORMAL
">hughhewitt: Jack Smith, an American Javert, should be obliged to prosecute this case outside of the Beltway. Former President Trump deserves a fair trial on these unprecedented charges which will strike tens of millions of Americans as a political witch hunt.",@hughhewitt What am I missing? How is the latest #TrumpIndictment  a “political witch hunt?”  ALL the witnesses who testified before the Grand Juries are Republicans. Not Democrats. Not Independents. All Republicans. That makes these indictments the polar opposite of a political witch hunt.,OPPOSE,QUESTION,GENERAL,NORMAL
>MarshaBlackburn: Why are all of these indictments coming out against Trump just before 2024?,"@MarshaBlackburn Bc it takes that long to assemble+interview witnesses. 
To build a rock hard case.
Guess they didn't teach that in your HomeEc degree classes.
You have learned nothing from your time in Congress
You need to be replaced &sent back to yr kitchen
Or bedroom so you can fix your hair",NEUTRAL,STATEMENT,GENERAL,NORMAL
">paulsperry_: ELECTION INTERFERENCE, WRIT LARGE: Trump's now been hit w/ a total of 91 criminal charges in 4 indictments issued over just the past 5 months. All 91 charges brought by Democrat prosecutors in 4 separate jurisdictions, only after Trump announced he was running for president again","@paulsperry_ He was subpoenaed three months before he announced he was running.

Indicted by grand juries, not Democrats",OPPOSE,STATEMENT,GENERAL,NORMAL
">BarkJack_: Tom Jones, creator of the longest-running musical ‘The Fantasticks,’ dies at 95","@BarkJack_ got me confused for a while. It's a different Tom Jones than THE Tom Jones. Anyway, RIP.",SUPPORT,STATEMENT,GENERAL,NORMAL
>xBrutha2danight: I’ve always thought a FWB relationship would work better for me 🥃🥃🥃,@xBrutha2danight My faves :),SUPPORT,STATEMENT,GENERAL,NORMAL
">JudiciaryGOP: Joe Biden’s DOJ:

✅ Indict President Trump — who did nothing wrong. 

❌ Sweetheart deal for Hunter Biden — who did everything wrong.",@JudiciaryGOP @Jim_Jordan Trump “did nothing wrong” you say Jim Jordan? Are you aware that ALL of the witnesses who testified in front of the Grand Juries are Republicans…every single one. You sold your soul to a corrupt conman who committed multiple felonies & for what? He refused to grant you a pardon.,OPPOSE,STATEMENT,GENERAL,RUDE
">neal_katyal: Who is ""Unindicted co-conspirator Individual 20""?","@neal_katyal Cleta Deatheridge Mitchell, is my bet. She was on that call to Raffensberger, feeding Trump words.",OPPOSE,STATEMENT,GENERAL,NORMAL
">TaraBull808: Can we get a subscriber DM section to be able to communicate with those supporting us a bit easier?

Or in Elon's case, send nudes.

@elonmusk @x @Subscriptions",@TaraBull808 @elonmusk @X @Subscriptions Pretty sure they already added this last week.,SUPPORT,STATEMENT,GENERAL,NORMAL
">TomFitton: The Department of Justice charged only about 300 people for the left-wing and BLM riots in multiple cities across America. This same agency has charged over 1,100 to date for the Jan 6 disturbance in Washington DC.",@TomFitton Your claim is a lie. Thousands of people were charged for inner city riots and many are still in jail that committed serious crimes.,OPPOSE,STATEMENT,GENERAL,NORMAL
">laurenboebert: There is a total crisis in Maui. 

3000 destroyed homes.

80 people dead.

Where’s Joe Biden?

On vacation of course.

There is no bottom for this president.",@laurenboebert @binggreen He’s more interested in billions for Ukraine and housing the illegal border invaders of our country. That way he can launder more money and enrich his crime family,SUPPORT,STATEMENT,GENERAL,NORMAL
>xBrutha2danight: I feel like cuddling…with my dick inside you 😮‍💨😮‍💨😮‍💨,@xBrutha2danight Mannnn sounds grade A,SUPPORT,STATEMENT,GENERAL,NORMAL
">JoeBiden: Congress needs to step up and pass common-sense gun safety laws to protect our kids and educators. 

Arming teachers is not the answer. Banning assault weapons and high-capacity magazines, and ensuring extensive background checks are part of the answer.","@JoeBiden Oh, stuff it gramps.",OPPOSE,STATEMENT,GENERAL,RUDE
">POTUS: In my White House, labor will always be welcome.",@POTUS Migrant child labor?,NEUTRAL,QUESTION,GENERAL,NORMAL
>StevenBeschloss: One thing is certain: 18 co-defendants facing mandatory prison sentences are not going to remain loyal to the criminal kingpin.,@StevenBeschloss Yes. Guessing some of them plead out.,SUPPORT,STATEMENT,GENERAL,NORMAL
">laurenboebert: If they didn’t think Trump could win again, they wouldn’t be feverishly filing indictments to try and stop him from winning.","@laurenboebert ""I didn't think""

End of story

Shut up traitor",OPPOSE,STATEMENT,GENERAL,RUDE
">Breaking911: TRUMP INDICTMET WATCH: Superior Court Judge in Fulton County, Georgia rules that cameras WILL be allowed in the courtroom if Donald Trump is indicted.","@Breaking911 Good, so we can see with our own eyes what a bunch of commie fucks these people are!",SUPPORT,STATEMENT,GENERAL,RUDE
">JoeyMannarinoUS: The bottom line is that the Deep State wants to criminalize having conservative thoughts.

Being a Republican is basically illegal now.

They are raping and pillaging our rights under the Constitution.",@JoeyMannarinoUS Mitt Romney & Liz Cheney have lots of conservative thoughts. Why aren't they being prosecuted?,OPPOSE,QUESTION,GENERAL,NORMAL
>StephenKing: Seems like the Trump-aholics are kinda ruling Twitter these days.,@StephenKing You should leave Twitter then.,OPPOSE,STATEMENT,GENERAL,NORMAL
>Travis_in_Flint: Why hasn’t a single Republican DA brought charges against Biden?,"@Travis_in_Flint Science.

Because @realDonaldTrump is running for President—is why the left is prosecuting.

If he had just backed down, then not a single charge would've been filed.

Political Science.",NEUTRAL,STATEMENT,GENERAL,NORMAL
">RepSwalwell: Please keep this simple:

If you require schools to teach the “personal benefits” of slavery you are pro-slavery. 

Ron DeSantis is pro-slavery.","@RepSwalwell ""keep this simple so you don't see the facts.""

There, fixed it for you fang fang.",OPPOSE,STATEMENT,GENERAL,NORMAL
">WalshFreedom: All of this is happening because Donald Trump didn’t have the courage, the decency, or the basic love of country to simply accept an election loss.",@WalshFreedom Neither did Hilary and Stacy Abrams. When is it their turn?,NEUTRAL,QUESTION,GENERAL,NORMAL
">BitcoinMagazine: Unlimited fiat, only 21 million #Bitcoin",@BitcoinMagazine Maths can be beautiful,SUPPORT,STATEMENT,GENERAL,NORMAL
>Mike_Pence: Today's indictment serves as an important reminder: anyone who puts himself over the Constitution should never be President of the United States.,@Mike_Pence Your true self is being revealed. And it is very ugly.,OPPOSE,STATEMENT,GENERAL,RUDE
>paulsperry_: Sources: Special Counsel Jack Smith has no direct evidence Trump ordered security video footage deleted at Mar-a-Lago. His conspiracy-to-obstruct case is based entirely on hearsay and supposition,@paulsperry_ @CA_tea How I’m the world does a judge even allow the charge to stick?,OPPOSE,QUESTION,PERSONAL,NORMAL
">Victorshi2020: Hey, Senate Democrats: Open an investigation into Jared Kushner NOW. You have the power to do it & show Republicans that two can play this game. And unlike the BS investigation into Hunter Biden, there are actual possible crimes Jared Kushner committed. Play hardball. Now.",@Victorshi2020 💯agree investigate them,SUPPORT,COMMAND,GENERAL,NORMAL
">StephenKing: If you do the crime, you must be prepared to do the time.",@StephenKing Unless you're a Democrat and it's tax evasion.  Or buying a gun illegally.  Or driving 172 high on crack.,NEUTRAL,STATEMENT,GENERAL,NORMAL
>Mollyploofkins: Is cannabis legal where you live?,@Mollyploofkins Yes !!,SUPPORT,STATEMENT,GENERAL,NORMAL
">marcorubio: Apparently it is now a crime to make statements challenging election results if a prosecutor decides those statements aren’t true. 

So when should we expect indictments of the democrat politicians  who falsely claimed Russia hacked the 2016 election?",@marcorubio What am I missing? How is the latest #TrumpIndictment  a “political witch hunt?”  ALL the witnesses who testified before the Grand Juries are Republicans. Not Democrats. Not Independents. All Republicans. That makes these indictments the polar opposite of a political witch hunt.,OPPOSE,QUESTION,PERSONAL,NORMAL
">iluminatibot: We've spent billions of dollars to set up solar farms, now they're talking about spending billions of dollars to block out the sun

That's a special kind of stupid","@iluminatibot Not stupid, satanic and on purpose.",OPPOSE,STATEMENT,GENERAL,NORMAL
">the_royal_rogue: NuCalm had to release a statement of 'no sponsorship' with Meghan because if they didn't disclose the nature of the commercial ties, the Federal Trade Commission was going to sue their ass all the way to LA",@the_royal_rogue New marketing strategy for a tainted brand. Deny connections. She got paid for sure. She doesn’t give the milk away for free.,OPPOSE,STATEMENT,GENERAL,NORMAL
">RichardGrenell: Dear Hawaii, your money went to Ukraine. 

Remember that in November of 2024.","@RichardGrenell ""Grenell the Dickless.""",OPPOSE,STATEMENT,GENERAL,RUDE
>MarshaBlackburn: The radical Left is terrified of Donald Trump because they know they can’t control him.,"@MarshaBlackburn Says Dr. Blackenstein…the monster is out of control. You had a whole lot to do with this and you will be held responsible at polls. We absolutely sick of you, your lies, your bigotry, ignorance and your disgusting loyalty to a traitor and convicted sexual predator. Shameful.",OPPOSE,STATEMENT,GENERAL,RUDE
>historyinmemes: What was the greatest dynasty of all time?,@historyinmemes 1980’s San Francisco 49ers,NEUTRAL,STATEMENT,GENERAL,NORMAL
">JonahDispatch: I love it when I say something here or on TV that people lose their minds over that I think is not only correct, but obvious. If you think/hope I’ll be walking back my criticism of the role of small donors in politics, you’ll be surprised/disappointed.",@JonahDispatch Whatever.,OPPOSE,STATEMENT,GENERAL,NORMAL
">BlueStormComin1: We have a new resister @bhbit2478 
Who could use some 👣 and a retweet
👣💙👣",@BlueStormComin1 @bhbit2478 Done,SUPPORT,STATEMENT,GENERAL,NORMAL
">VP: Congress must pass a bill to create a pathway to citizenship for Dreamers, TPS holders, and farmworkers.
 
And when they do, @POTUS will sign it.","@VP @POTUS You had the house, senate, and presidency for two years.  Dreamers didn't matter to you then.  You just like using them as political pawns.",SUPPORT,STATEMENT,GENERAL,NORMAL
>esglaude: I get it from centrist liberals and conservatives/neofascists. Some days and today is one of them…,"@esglaude The idea that you shouldn't articulate progressive visions because it only makes the right stronger and angrier is ""abusers' logic"". Stay strong. Solidarity.",OPPOSE,STATEMENT,GENERAL,NORMAL
